timestamp,value,__name__,cpu,instance,job
18:56:16.439,4013312000.000000,node_cpu_scaling_frequency_hertz,5,192.168.2.128:9100,node exporter
18:56:16.439,4042277000.000000,node_cpu_scaling_frequency_hertz,6,192.168.2.128:9100,node exporter
18:56:16.439,3952177000.000000,node_cpu_scaling_frequency_hertz,7,192.168.2.128:9100,node exporter
18:56:16.439,3960866000.000000,node_cpu_scaling_frequency_hertz,8,192.168.2.128:9100,node exporter
18:56:16.439,3980245000.000000,node_cpu_scaling_frequency_hertz,9,192.168.2.128:9100,node exporter
18:56:17.506,3484831000.000000,node_cpu_scaling_frequency_hertz,0,192.168.2.128:9100,node exporter
18:56:17.506,3464861000.000000,node_cpu_scaling_frequency_hertz,1,192.168.2.128:9100,node exporter
18:56:17.506,3592920000.000000,node_cpu_scaling_frequency_hertz,10,192.168.2.128:9100,node exporter
18:56:17.506,3495728000.000000,node_cpu_scaling_frequency_hertz,11,192.168.2.128:9100,node exporter
18:56:17.506,3485600000.000000,node_cpu_scaling_frequency_hertz,2,192.168.2.128:9100,node exporter
18:56:17.506,3507896000.000000,node_cpu_scaling_frequency_hertz,3,192.168.2.128:9100,node exporter
18:56:17.506,3584371000.000000,node_cpu_scaling_frequency_hertz,4,192.168.2.128:9100,node exporter
18:56:17.506,3505557000.000000,node_cpu_scaling_frequency_hertz,5,192.168.2.128:9100,node exporter
18:56:17.506,3514559000.000000,node_cpu_scaling_frequency_hertz,6,192.168.2.128:9100,node exporter
18:56:17.506,3568103000.000000,node_cpu_scaling_frequency_hertz,7,192.168.2.128:9100,node exporter
18:56:17.506,3538822000.000000,node_cpu_scaling_frequency_hertz,8,192.168.2.128:9100,node exporter
18:56:17.506,3518967000.000000,node_cpu_scaling_frequency_hertz,9,192.168.2.128:9100,node exporter
18:56:18.871,3228214000.000000,node_cpu_scaling_frequency_hertz,0,192.168.2.128:9100,node exporter
18:56:18.871,3216399000.000000,node_cpu_scaling_frequency_hertz,1,192.168.2.128:9100,node exporter
