timestamp,value,__name__,instance,job
18:59:06.259,28715.982390,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:07.356,28715.986711,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:08.461,28715.990710,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:09.564,28715.996040,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:10.664,28716.000731,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:11.834,28716.043163,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:12.939,28716.049680,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:14.046,28716.059547,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:15.172,28716.080658,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:16.269,28716.088353,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:17.360,28716.092632,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:18.454,28716.097443,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:19.690,28716.147907,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:20.788,28716.151690,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:21.882,28716.157173,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:22.984,28716.161348,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:24.124,28716.174174,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:25.228,28716.183607,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:26.323,28716.188814,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:27.522,28716.223223,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:28.627,28716.228143,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:29.716,28716.234188,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:30.814,28716.239574,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:31.908,28716.244805,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:33.009,28716.250768,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:34.241,28716.333726,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:35.359,28716.343399,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:36.449,28716.348372,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:37.540,28716.356371,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:38.633,28716.360020,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:39.724,28716.366231,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:40.901,28716.409775,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:42.004,28716.413548,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:43.115,28716.421272,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:44.220,28716.430076,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:45.316,28716.434415,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:46.412,28716.438569,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:47.597,28716.476679,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:48.691,28716.481577,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:49.788,28716.494569,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:50.883,28716.499583,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:51.989,28716.507302,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:53.107,28716.527426,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:54.296,28716.590438,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:55.396,28716.595240,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:56.491,28716.599411,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:57.587,28716.604899,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:58.686,28716.608814,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:59.784,28716.617403,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:00.884,28716.621955,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:01.987,28716.631767,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:03.120,28716.640612,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:04.352,28716.718169,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:05.476,28716.730896,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:06.603,28716.735607,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:07.692,28716.745184,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:08.785,28716.749126,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:09.886,28716.756913,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
