Name,PID,ContainerID,WorkDir
nxf-AAvqPJ4tkwzkasF5p1iw7JbS,1015003,612383b9f950269df7e5d6566afb9cdef5022cf94f366d3b6feb0594d006b835,/storage/nf-core/exec/work/05/61e3c52352bd01d821d2178a68548f
nxf-atq83HT3UqfS8V7cAlIlUYCU,0,ba49abf33ca9350f8b06c22184912b4f8db0906f9c02f72ae481071df1ee49a8,/storage/nf-core/exec/work/ad/a74b04ac31e4e6ef39ef121df8f6ee
nxf-12Bs4932jEvl8bMrdQsVjJA4,1012615,71ea299d899f443ed26fbc6085fd74645746466f88cd7a0f264380082001ad4f,/storage/nf-core/exec/work/3d/898c90fc92daf153e2d4cb8c085c8c
nxf-C0xeUoXVjuRC58QZpC4J0P0g,1014839,039333a3a3239c317e85936cccf35ed33c6eb0c919ee40d5a9f5c8a08daec4a3,/storage/nf-core/exec/work/50/cf587e784a36419545733ea455c285
nxf-GqdHQcbHeeYmxL8UFBY0bw2B,1017431,d5cca47596d8ef7030b6f3b2aeb45a4aa7f2fb30397ebb7f3fdc28d9b467587d,/storage/nf-core/exec/work/b7/e2eafbf5beaf30e563660a74eca43d
nxf-63otKXyA5A8KsXymiBzJPRJ4,1017635,4fb08768a94c22aa45475c32b889cf9d24cdddd9a540eebd9d740b6a4d7e9e04,/storage/nf-core/exec/work/91/2006a094a9af298fae808fd9cfdcef
nxf-ECs2y7A4ZODghobUeEI8dWQG,1017632,a0828f00e4b4b068e505d0653504c470db241e652d249e62681feed5551030f1,/storage/nf-core/exec/work/3b/38d08b2fd53c44baa68faa195883e4
nxf-Uy1S5U3cGEUYAV5d0Zat3oXi,0,e0f718251bfcff66e5bacc13c5fadf2f12b05d0997a12a6fcf151808ccfe0523,/storage/nf-core/exec/work/33/bac630c42fc521b161efa321f5d484
nxf-NdnZY4RUinwsAeN7QDHUoZ7C,1017689,709a389e1504eff70fc1a6285a359bdb619ba1681acde87bdd6682c69c87394a,/storage/nf-core/exec/work/c5/cdebf5d1c790f05873f46a24bf8ca5
nxf-SS3dYESkRB0AuN2r6DgQSH50,0,728033554adc636e9ce4dc6eec582f2a5f97f14874e4a3434d76c38968773262,/storage/nf-core/exec/work/d8/48f554bcd6135660a270434ab7c870
nxf-iBDEmL5NNIL91cu8zxsuMfRm,0,6a4e1312632647deacea25cc5aa3414cb534ce71296505b8694557f0e907e741,/storage/nf-core/exec/work/1d/4aee9cd6a387d5c9b4a783c99bffe3
nxf-RtiN0DN8qBHoFottDLngCWCG,0,307b392d52f21821a84ee4f2c5b00367bc85b0c5f0a4e98b8a96e9277eb19006,/storage/nf-core/exec/work/43/bba1c973d12c396dd6f74b93d80bde
nxf-QqB12KTbVL7D2f7I47bodGbd,0,1e3b508ed2b80a8f8579eddf3b4a1cbdaab2e6e3c2d6fb973b6e998755edfde7,/storage/nf-core/exec/work/6c/ceac68547133e821d261be03a3c982
